date,fraction year,station,Sum of Abif_biomass,Sum of Acla_biomass,Sum of Cfin_biomass,Sum of Centro_biomass,Sum of Para_biomass,Sum of Pseudo_biomass,Sum of Temora_biomass
2022-05-19,2022.38,BROA E,0,625,0,50,1 744,3 858,718
2022-05-23,2022.39,SLÄGGÖ,0,2 388,338,146,4 278,6 521,4 993
2022-05-23,2022.39,Å17,0,521,2 505,66,1 577,2 609,82
2022-05-31,2022.41,SLÄGGÖ,0,1 645,38,180,936,2 030,3 228
2022-06-08,2022.44,SLÄGGÖ,0,854,115,0,368,1 112,905
2022-06-18,2022.46,Å17,0,269,0,28,919,697,787
2022-07-04,2022.51,SLÄGGÖ,0,7 111,0,89,10 138,1 777,1 276
2022-07-12,2022.53,SLÄGGÖ,0,23 693,175,209,17 054,1 493,6 076
2022-08-12,2022.61,SLÄGGÖ,0,9 425,0,0,59 261,873,2 500
2022-08-12,2022.61,Å17,0,546,602,0,10 177,0,247
2022-08-23,2022.64,BROA E,0,1 010,10 390,5,13 365,392,741
2022-08-30,2022.66,SLÄGGÖ,0,377,0,0,2 366,206,223
2022-09-14,2022.70,SLÄGGÖ,0,61,0,1,1 263,24,25
2022-09-16,2022.71,SLÄGGÖ,0,1 459,0,0,9 621,321,1 389
2022-09-16,2022.71,Å17,0,72,15 059,0,2 521,165,0
2022-10-17,2022.79,SLÄGGÖ,0,140,0,0,18 439,413,32
2022-10-23,2022.81,Å17,0,560,0,0,14 288,588,0
2022-10-24,2022.81,SLÄGGÖ,0,637,0,0,32 829,833,0
2022-11-02,2022.84,SLÄGGÖ,0,173,0,0,3 051,44,70
2022-11-09,2022.86,SLÄGGÖ,0,494,0,0,8 915,161,311
2022-11-09,2022.86,Å17,0,56,91,0,4 996,233,177
2022-11-14,2022.87,BROA E,579,0,0,0,6 780,264,181
2022-11-17,2022.88,SLÄGGÖ,42,309,0,0,1 551,56,139
2022-11-28,2022.91,SLÄGGÖ,0,272,17,0,6 075,108,145
2022-12-05,2022.93,SLÄGGÖ,0,153,0,0,960,72,125
2022-12-06,2022.93,BROA E,0,256,0,0,4 417,66,75
2022-12-16,2022.96,SLÄGGÖ,0,8,0,0,1 795,17,4
2022-12-16,2022.96,Å17,0,104,655,3,1 412,45,0
2022-12-19,2022.97,SLÄGGÖ,0,18,0,0,915,21,18
