haul_id,species,length_mm,number,year,day,month,lat,lon,temp_obs,period,yday,X,Y,life_stage,temp,chl,depth
1993_02_16_19,Aphia minuta,44,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Aphia minuta,44,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Aphia minuta,44,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Aphia minuta,45,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Aphia minuta,45,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Aphia minuta,45,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Aphia minuta,45,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Aphia minuta,46,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Aphia minuta,47,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Aphia minuta,47,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Aphia minuta,48,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Aphia minuta,52,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Chirolophis ascanii,22,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Chirolophis ascanii,22,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Chirolophis ascanii,23,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Chirolophis ascanii,30,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Clupea harengus,27,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Clupea harengus,29,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Clupea harengus,30,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Clupea harengus,31,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Clupea harengus,32,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Clupea harengus,32,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Clupea harengus,32,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Clupea harengus,33,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Clupea harengus,34,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Clupea harengus,34,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Clupea harengus,35,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Clupea harengus,35,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Clupea harengus,39,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Crystallogobius linearis,29,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Crystallogobius linearis,30,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Crystallogobius linearis,31,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Crystallogobius linearis,36,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Crystallogobius linearis,43,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Pholis gunnellus,15,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Pholis gunnellus,16,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Pholis gunnellus,16,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Pholis gunnellus,18,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Pholis gunnellus,19,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,larvae,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Pomatoschistus sp,35,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_19,Pomatoschistus sp,39,NA,1993,16,2,57.28,11.971666666666666,NA,old,47,679.1311344704825,6352.464543191366,mixed,3.243910088411802,1.2497079659817167,50.723121643066406
1993_02_16_20,Ammodytidae,19,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Anguilla anguilla,75,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Aphia minuta,29,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Aphia minuta,32,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Aphia minuta,34,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Aphia minuta,38,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Aphia minuta,42,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Aphia minuta,44,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Chirolophis ascanii,17,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Chirolophis ascanii,18,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Chirolophis ascanii,19,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Chirolophis ascanii,22,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,27,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,27,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,28,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,29,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,29,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,30,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,30,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,30,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,30,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,30,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,30,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,30,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,30,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,31,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,31,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,31,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,31,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,31,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,31,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,32,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,32,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,32,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,32,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,32,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,32,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,32,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,32,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,32,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,32,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,33,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,33,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,33,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,33,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,33,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,33,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,33,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,33,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,33,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,33,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,33,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,33,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,33,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,34,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,34,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,34,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,34,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,34,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,34,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,34,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,34,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,34,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,34,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,34,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,34,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,35,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,35,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,35,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,35,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,35,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,35,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,35,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,36,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,36,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,36,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,36,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,37,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,37,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,38,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Clupea harengus,40,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Crystallogobius linearis,20,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Crystallogobius linearis,20,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Crystallogobius linearis,22,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Pholis gunnellus,14,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Pholis gunnellus,15,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Pholis gunnellus,15,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Pholis gunnellus,17,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Pholis gunnellus,17,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Pholis gunnellus,18,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Pholis gunnellus,18,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Pholis gunnellus,21,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,larvae,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Pomatoschistus sp,36,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Pomatoschistus sp,38,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Pomatoschistus sp,40,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_20,Pomatoschistus sp,43,NA,1993,16,2,57.318333333333335,11.701666666666666,NA,old,47,662.6915149253488,6356.051598037587,mixed,3.720846059766322,1.231506356914557,56.08312225341797
1993_02_16_21,Agonus cataphractus,7,NA,1993,16,2,57.34,11.455,3.76,old,47,647.7544727443999,6357.899791919334,larvae,3.9758765773822935,1.202517267601459,76.18763732910156
1993_02_16_21,Anguilla anguilla,71,NA,1993,16,2,57.34,11.455,3.76,old,47,647.7544727443999,6357.899791919334,larvae,3.9758765773822935,1.202517267601459,76.18763732910156
1993_02_16_21,Anguilla anguilla,74,NA,1993,16,2,57.34,11.455,3.76,old,47,647.7544727443999,6357.899791919334,larvae,3.9758765773822935,1.202517267601459,76.18763732910156
1993_02_16_21,Anguilla anguilla,74,NA,1993,16,2,57.34,11.455,3.76,old,47,647.7544727443999,6357.899791919334,larvae,3.9758765773822935,1.202517267601459,76.18763732910156
1993_02_16_21,Aphia minuta,35,NA,1993,16,2,57.34,11.455,3.76,old,47,647.7544727443999,6357.899791919334,mixed,3.9758765773822935,1.202517267601459,76.18763732910156
1993_02_16_21,Aphia minuta,38,NA,1993,16,2,57.34,11.455,3.76,old,47,647.7544727443999,6357.899791919334,mixed,3.9758765773822935,1.202517267601459,76.18763732910156
1993_02_16_21,Clupea harengus,26,NA,1993,16,2,57.34,11.455,3.76,old,47,647.7544727443999,6357.899791919334,larvae,3.9758765773822935,1.202517267601459,76.18763732910156
1993_02_16_21,Clupea harengus,27,NA,1993,16,2,57.34,11.455,3.76,old,47,647.7544727443999,6357.899791919334,larvae,3.9758765773822935,1.202517267601459,76.18763732910156
1993_02_16_21,Clupea harengus,27,NA,1993,16,2,57.34,11.455,3.76,old,47,647.7544727443999,6357.899791919334,larvae,3.9758765773822935,1.202517267601459,76.18763732910156
